감독,평균관객수,흥행지수1,흥행지수2
김한민,"17,613,682",1,13.01721286
윤제균,"14,245,998",0.808694112,10.45184933
최동훈,"12,844,515",0.729080957,9.384257071
장훈,"12,099,971",0.686786118,8.817093993
크리스 벅,"12,021,947",0.68235383,8.757658129
제니퍼 리,"12,021,947",0.68235383,8.757658129
이일형,"9,699,092",0.550400908,6.988202853
조 루소,"9,446,735",0.536065438,6.795967832
안소니 루소,"9,446,735",0.536065438,6.795967832
이상근,"9,426,051",0.534890441,6.780211419
김용화,"9,330,964",0.529488875,6.707777789
조스 웨던,"8,784,683",0.498456656,6.291643585
류승완,"7,691,934",0.436381529,5.45923184
한재림,"7,225,456",0.409882609,5.103888034
장철수,"6,953,800",0.394450847,4.896952017
존 왓츠,"6,946,374",0.394028984,4.891294941
나홍진,"6,878,264",0.390159922,4.839411791
김병서,"6,874,608",0.389952238,4.8366268
이병헌,"6,831,012",0.387475726,4.80341741
이석훈,"6,821,259",0.386921675,4.79598772
이환경,"6,621,383",0.375567417,4.643730002
봉준호,"6,516,494",0.369609064,4.563829991
추창민,"6,423,775",0.364342025,4.493200333
조의석,"6,323,544",0.358648295,4.416848849
황동혁,"6,243,144",0.354081063,4.355603427
김학순,"6,043,458",0.342737627,4.203490824
애너 보든,"5,801,069",0.328968389,4.018848826
라이언 플렉,"5,801,069",0.328968389,4.018848826
콜린 트레보로우,"5,546,792",0.314523837,3.825151038
라이언 쿠글러,"5,398,994",0.30612797,3.712564584
크리스토퍼 놀란,"5,365,506",0.304225624,3.687054609
토드 필립스,"5,255,228",0.297961146,3.603049542
윤종빈,"4,818,870",0.273173234,3.270649917
진모영,"4,801,355",0.27217827,3.257307708
이재규,"4,571,776",0.259136722,3.082423843
박정우,"4,542,084",0.257450027,3.059805696
브라이언 싱어,"4,539,307",0.25729229,3.057690482
크리스토퍼 맥쿼리,"4,498,478",0.254972929,3.026588434
양우석,"4,408,223",0.249845842,2.957835496
이해준,"4,319,302",0.244794563,2.890099126
페이튼 리드,"4,143,874",0.234829136,2.756465271
이계벽,"4,070,891",0.230683265,2.700870196
김성훈,"4,033,824",0.228577635,2.672634229
장창원,"4,018,341",0.227698091,2.660839762
여인영,"3,984,812",0.22579343,2.635298745
알레산드로 칼로니,"3,984,812",0.22579343,2.635298745
강윤성,"3,972,018",0.225066621,2.62555242
장재현,"3,919,369",0.222075823,2.585446571
매튜 본,"3,897,700",0.220844895,2.568940143
조진규,"3,893,216",0.220590194,2.56552467
원신연,"3,855,814",0.218465542,2.537033614
알렉스 커츠먼,"3,689,325",0.209007888,2.410208869
김지훈,"3,688,349",0.208952416,2.409465012
김도영,"3,679,019",0.208422441,2.402358181
김병우,"3,627,572",0.205499924,2.363167967
김주환,"3,622,998",0.205240092,2.359683681
낸시 마이어스,"3,610,642",0.204538192,2.350271387
조범구,"3,562,123",0.201782004,2.313311603
이재한,"3,538,357",0.200431916,2.295207259
리 언크리치,"3,510,017",0.198822052,2.27361939
피트 닥터,"3,508,412",0.198730878,2.272396767
허정,"3,453,844",0.195631068,2.230829103
최성현,"3,417,629",0.193573825,2.203242001
우민호,"3,416,167",0.193490797,2.202128614
조시 쿨리,"3,399,913",0.192567444,2.189746679
박누리,"3,389,035",0.191949504,2.181460265
김광식,"3,330,803",0.188641556,2.137101516
연상호,"3,307,176",0.187299392,2.119103436
김석윤,"3,148,173",0.178266981,1.997981092
앨런 테일러,"3,139,630",0.177781713,1.991473766
쉐인 블랙,"3,065,485",0.173569805,1.934993147
에스펜 샌버그,"3,049,894",0.172684137,1.923116562
맷 리브스,"3,026,522",0.17135643,1.905312351
딘 패리소트,"3,004,647",0.170113819,1.888649254
권수경,"2,982,022",0.168828575,1.871414457
케이트 쇼트랜드,"2,961,507",0.167663192,1.855786971
나현,"2,931,897",0.165981156,1.833231288
김한결,"2,917,213",0.165147011,1.822045619
팀 밀러,"2,863,712",0.162107785,1.781290371
김성수,"2,856,526",0.161699575,1.775816371
조성희,"2,831,931",0.160302451,1.75708129
이석근,"2,820,029",0.159626341,1.748014834
엄유나,"2,812,444",0.159195465,1.742236892
크리스 윌리암스,"2,801,949",0.158599282,1.734242232
김주호,"2,767,286",0.156630203,1.70783738
박훈정,"2,751,910",0.155756763,1.696124765
강형철,"2,736,283",0.154869035,1.684220567
루이스 리테리어,"2,718,227",0.15384334,1.670466247
손용호,"2,714,941",0.153656674,1.667963107
마이클 베이,"2,685,076",0.151960171,1.645213429
가이 리치,"2,677,167",0.15151087,1.639188423
바이론 하워드,"2,661,670",0.150630542,1.627383444
데이빗 예이츠,"2,646,486",0.149767975,1.615816642
허진호,"2,630,709",0.14887176,1.603798624
김정훈,"2,625,686",0.148586422,1.599972309
웨스 볼,"2,618,857",0.14819851,1.594770511
빌 콘돈,"2,605,357",0.147431624,1.584486764
앤드류 스탠튼,"2,601,734",0.147225796,1.581726658
박광현,"2,512,572",0.142160827,1.513806703
타이카 와이티티,"2,483,533",0.140511198,1.491685604
존 파브로,"2,475,689",0.140065656,1.485711001
리치 무어,"2,458,601",0.13909493,1.47269381
변영주,"2,435,211",0.137766229,1.454876267
최원섭,"2,406,232",0.136120038,1.432801253
장준환,"2,391,963",0.135309468,1.421931715
박찬욱,"2,327,900",0.131670282,1.373131149
존 머스커,"2,310,054",0.130656515,1.359536798
론 클레멘츠,"2,310,054",0.130656515,1.359536798
피에르 꼬팽,"2,291,847",0.129622242,1.345667452
올 파커,"2,285,143",0.129241412,1.34056062
마크 웹,"2,271,148",0.128446392,1.329899613
톰 후퍼,"2,267,384",0.128232569,1.327032289
최국희,"2,256,207",0.127597634,1.318517982
딘 데블로이스,"2,253,499",0.127443831,1.316455519
이용주,"2,247,965",0.127129436,1.312239564
요아킴 뢰닝,"2,247,423",0.127098676,1.311827072
이준익,"2,208,722",0.124900203,1.28234611
백운학,"2,192,243",0.1239641,1.269793211
이언희,"2,150,574",0.121597008,1.238051095
리건,"2,146,764",0.121380604,1.235149174
김지운,"2,137,337",0.120845062,1.227967691
임찬상,"2,135,614",0.120747213,1.226655562
후안 안토니오 바요나,"2,123,847",0.120078772,1.217691944
샘 멘데스,"2,098,494",0.118638532,1.198378687
정근섭,"2,095,375",0.118461381,1.196003142
박희곤,"2,087,474",0.118012554,1.189984484
올리비에 메가턴,"2,084,765",0.117858666,1.187920879
정지영,"2,083,079",0.117762909,1.186636808
카일 발다,"2,082,486",0.117729204,1.186184831
스티븐 쿼일,"2,078,492",0.11750232,1.183142365
잭 스나이더,"2,075,175",0.117313912,1.180615865
백,"2,053,947",0.116108007,1.164444991
박대민,"2,044,564",0.115574993,1.157297406
조지 밀러,"2,013,931",0.113834815,1.133962063
루벤 플레셔,"2,012,483",0.11375256,1.132859036
존 카니,"1,994,021",0.112703829,1.118795822
한동욱,"1,979,311",0.111868207,1.107590348
이종석,"1,967,721",0.111209822,1.098761561
정병길,"1,964,410",0.111021736,1.096239377
김현석,"1,952,838",0.110364391,1.087424556
데이미언 셔젤,"1,941,457",0.109717878,1.078754977
데이빗 레이치,"1,928,406",0.108976494,1.068813197
데이빗 소렌,"1,923,748",0.108711875,1.065264733
마크 포스터,"1,918,157",0.10839429,1.061005993
조일형,"1,903,703",0.107573192,1.049995275
박진표,"1,891,993",0.106907989,1.041075077
제임스 완,"1,877,712",0.106096737,1.030196397
이원태,"1,872,330",0.105791006,1.02609661
스콧 데릭슨,"1,856,801",0.104908879,1.014267509
이해영,"1,852,579",0.104669023,1.011051109
조던 필,"1,806,617",0.102058061,0.976038761
J.J. 에이브럼스,"1,795,472",0.101424963,0.967549085
국동석,"1,766,285",0.099766975,0.945315879
최정열,"1,753,043",0.099014716,0.935228286
더그 라이만,"1,748,709",0.098768527,0.931926949
저스틴 린,"1,746,781",0.098659042,0.930458786
문현성,"1,745,898",0.098608835,0.929785518
데스틴 다니엘 크리튼,"1,739,052",0.098219967,0.924570897
이한,"1,732,985",0.097875342,0.919949559
가스 제닝스,"1,729,426",0.097673149,0.917238205
이승준,"1,721,586",0.097227787,0.911266014
강대규,"1,719,592",0.097114515,0.909747067
윤종찬,"1,713,891",0.096790662,0.905404279
리차드 커티스,"1,703,384",0.096193769,0.897400097
배리 소넨필드,"1,701,556",0.096089955,0.896007982
조던 복트-로버츠,"1,685,933",0.09520247,0.884107021
이연우,"1,676,040",0.094640484,0.87657094
톰 맥그라스,"1,667,322",0.094145227,0.869929671
창,"1,661,388",0.093808129,0.865409266
사이몬 J.스미스,"1,661,230",0.093799182,0.865289289
이장훈,"1,658,854",0.093664182,0.863478969
브래드 버드,"1,649,398",0.093127049,0.856276157
한준희,"1,649,360",0.09312489,0.85624721
에릭 다넬,"1,643,967",0.092818534,0.852139044
필감성,"1,638,439",0.092504508,0.84792804
정다원,"1,625,037",0.091743189,0.837718947
김대승,"1,625,006",0.091741428,0.837695332
아니쉬 차간티,"1,617,043",0.091289051,0.831629064
홍원찬,"1,606,353",0.090681819,0.823486242
김봉주,"1,593,694",0.089962707,0.813843135
김민호,"1,593,386",0.089945211,0.813608513
노암 머로,"1,593,116",0.089929873,0.813402838
조규장,"1,588,270",0.089654561,0.809710973
클로이 자오,"1,567,534",0.088476653,0.79391552
정기훈,"1,563,064",0.088222728,0.790510457
돈 홀,"1,561,717",0.088146182,0.789483987
박정배,"1,543,813",0.087129149,0.775845835
F. 게리 그레이,"1,517,707",0.085646181,0.755959609
김형주,"1,509,270",0.085166858,0.749532014
제임스 맨골드,"1,502,404",0.084776835,0.744301904
장유정,"1,497,010",0.084470412,0.740192849
제임스 건,"1,488,397",0.083981148,0.733631946
곽경택,"1,468,444",0.082847699,0.71843267
신카이 마코토,"1,467,070",0.082769639,0.717385912
심성보,"1,466,830",0.082756024,0.717203344
바즈 루어만,"1,445,124",0.081522985,0.700668603
강효진,"1,442,975",0.08140088,0.699031202
김대우,"1,441,964",0.081343477,0.698261445
존 무어,"1,438,056",0.081121478,0.695284491
폴 그린그래스,"1,426,740",0.080478657,0.686664426
조동오,"1,416,053",0.079871568,0.678523508
마이클 그레이시,"1,402,809",0.079119224,0.668434772
로버트 스트롬버그,"1,397,526",0.078819116,0.664410399
장항준,"1,387,599",0.078255199,0.656848418
노동석,"1,387,508",0.07825003,0.656779098
제이크 캐스단,"1,382,969",0.077992186,0.653321474
박인제,"1,362,634",0.076837028,0.637831105
팻티 젠킨스,"1,356,149",0.076468639,0.632891098
임순례,"1,354,373",0.076367732,0.63153796
강우석,"1,354,224",0.076359258,0.631424331
신태라,"1,346,754",0.075934943,0.625734372
홍창표,"1,340,117",0.075557919,0.620678578
피터 잭슨,"1,338,676",0.07547608,0.619581137
피터 손,"1,328,394",0.074891978,0.611748477
개리 쇼어,"1,321,751",0.074514614,0.606688112
이창희,"1,314,274",0.074089873,0.60099244
유하,"1,313,802",0.07406306,0.60063289
김태균,"1,312,482",0.073988076,0.599627368
김홍선,"1,298,053",0.073168439,0.588636253
길예르모 델 토로,"1,292,925",0.072877085,0.584729267
존 추,"1,290,579",0.072743817,0.582942181
더글라스 맥키넌,"1,278,894",0.072080063,0.574041408
김광빈,"1,264,970",0.071289092,0.563434676
김형준,"1,246,185",0.070221984,0.549125033
노덕,"1,240,838",0.06991824,0.545051908
데이비드 F. 샌드버그,"1,233,947",0.069526807,0.539802881
마크 앤드류스,"1,231,024",0.069360743,0.537576005
브렌다 채프먼,"1,231,024",0.069360743,0.537576005
캐리 후쿠나가,"1,229,971",0.069300926,0.536773873
권종관,"1,225,142",0.069026608,0.533095339
렌 와이즈먼,"1,219,637",0.068713889,0.528901856
크리스 리노드,"1,213,720",0.068377751,0.524394338
손재곤,"1,209,689",0.068148779,0.521323877
모튼 틸덤,"1,206,175",0.067949161,0.518647056
안권태,"1,204,666",0.06786344,0.517497562
이수연,"1,201,576",0.067687909,0.515143727
김용균,"1,201,033",0.067657063,0.514730092
이종언,"1,186,283",0.066819169,0.503494147
최호,"1,177,438",0.066316717,0.496756389
김태윤,"1,170,604",0.065928521,0.491550782
권오광,"1,164,107",0.065559431,0.48660138
던칸 존스,"1,163,120",0.065503363,0.485849524
강제규,"1,160,935",0.065379241,0.48418508
정용기,"1,160,021",0.06532732,0.483488832
김영탁,"1,159,787",0.065314028,0.483310581
크리스 밀러,"1,158,142",0.065220553,0.482057106
조민호,"1,157,707",0.06519587,0.481726122
젠디 타타코브스키,"1,157,332",0.065174549,0.481440209
용수,"1,144,894",0.06446801,0.471965704
방은진,"1,143,751",0.064403081,0.471095014
김태훈,"1,140,876",0.064239762,0.468904957
송해성,"1,139,250",0.064147395,0.467666337
정이삭,"1,132,962",0.063790197,0.462876396
조선호,"1,129,018",0.063566153,0.459872019
리들리 스콧,"1,118,860",0.062989128,0.452134261
임상윤,"1,110,523",0.062515519,0.445783286
알레한드로 곤잘레스 이냐리투,"1,105,961",0.062256368,0.442308142
데이빗 핀처,"1,104,061",0.062148436,0.4408608
숀 레비,"1,101,678",0.062013066,0.439045528
마이크 트메이어,"1,100,915",0.061969723,0.438464306
알폰소 쿠아론,"1,096,523",0.06172023,0.435118661
스티븐 S. 드나이트,"1,077,235",0.060624548,0.420425853
김태곤,"1,076,048",0.060557119,0.419521646
앤디 서키스,"1,074,723",0.060481823,0.418511934
브래드 페이튼,"1,066,810",0.060032314,0.412484135
윤준형,"1,046,313",0.058867982,0.396870742
박홍수,"1,044,522",0.058766242,0.395506432
대런 아로노프스키,"1,036,522",0.058311763,0.389411979
대니 캐넌,"1,028,384",0.057849501,0.383213166
로버트 로드리게즈,"1,015,972",0.057144392,0.373757832
토니 길로이,"1,015,711",0.057129594,0.373559394
코린 하디,"1,011,580",0.056894927,0.370412568
롤랜드 에머리히,"1,008,541",0.056722311,0.368097836
로슨 마샬 터버,"1,002,858",0.056399461,0.363768506
민규동,"1,000,532",0.056267322,0.361996546
크레이그 질레스피,"996,829",0.056056976,0.359175861
이안,"987,858",0.055547338,0.35234174
우선호,"986,547",0.055472893,0.351343455
호세 파딜라,"979,509",0.05507309,0.345982195
김용한,"975,462",0.054843194,0.342899357
게리 로스,"970,856",0.054581544,0.339390695
조철현,"958,775",0.053895266,0.330187885
김창주,"952,386",0.053532331,0.325321007
변성현,"951,797",0.053498872,0.32487233
이종필,"950,971",0.05345195,0.324243118
벤 스틸러,"941,672",0.052923707,0.317159521
커크 드 미코,"941,615",0.052920469,0.317116101
테아 샤록,"939,658",0.052809299,0.315625338
허종호,"924,166",0.051929255,0.303824168
스티브 마티노,"922,654",0.051843364,0.302672388
알렉스 프로야스,"918,678",0.051617502,0.299643635
정범식,"912,241",0.051251853,0.294740383
피터 램지,"899,517",0.050529035,0.285047571
박상현,"893,855",0.050207397,0.280734492
변영규,"893,221",0.050171382,0.280251536
닐 블롬캠프,"890,695",0.050027861,0.278326952
권칠인,"875,733",0.049177952,0.266929895
티무르 베크맘베토브,"872,324",0.048984271,0.264332678
전계수,"869,885",0.04884572,0.262474748
라자 고스넬,"869,805",0.048841204,0.262414188
김태경,"867,386",0.04870379,0.260571493
이재용,"865,742",0.048610371,0.259318781
조근현,"865,572",0.048600757,0.259189853
가렛 에드워즈,"864,522",0.048541068,0.258389435
사이먼 킨버그,"862,744",0.048440094,0.257035408
김휘,"849,799",0.047704736,0.247174438
박현진,"848,148",0.047610949,0.245916774
육상효,"837,512",0.047006756,0.237814705
정윤철,"837,500",0.047006074,0.237805564
김광태,"827,918",0.046461756,0.23050639
윤제완,"824,079",0.046243676,0.227581997
데이비드 에이어,"822,354",0.046145699,0.226268153
샤론 맥과이어,"820,995",0.046068485,0.225232732
홍성호,"817,547",0.045872617,0.222606187
스티븐 개건,"816,339",0.045803967,0.221685602
윤재근,"811,119",0.045507466,0.217709601
코디 카메론,"800,062",0.044879358,0.209286832
크리스 피언,"800,062",0.044879358,0.209286832
폴 페이그,"799,828",0.044866065,0.20910858
부지영,"799,275",0.044834651,0.208687327
이권,"796,109",0.044654774,0.206275217
트래비스 나이트,"796,084",0.044653382,0.206256554
김현호,"795,419",0.044615577,0.205749604
한상호,"795,348",0.044611544,0.205695519
조셉 코신스키,"781,448",0.043821964,0.19510745
라이언 존슨,"779,932",0.043735827,0.193952369
정지우,"779,412",0.043706278,0.193556128
변혁,"768,442",0.04308314,0.185200013
이철하,"768,254",0.043072461,0.185056802
"윤창섭,김현호","766,758",0.042987479,0.18391721
김대웅,"765,963",0.042942318,0.183311612
오스카 요나손,"765,315",0.042905507,0.182817992
거나 칼슨,"765,315",0.042905507,0.182817992
김선,"760,886",0.042653912,0.179444162
팀 버튼,"754,997",0.042319356,0.174957858
패트릭 휴즈,"752,926",0.042201752,0.173380814
조정래,"744,923",0.041747134,0.167284508
바박 나자피,"731,551",0.040987497,0.157097962
정연식,"731,212",0.04096824,0.156839726
프란시스 로렌스,"723,792",0.04054675,0.151187665
밥 퍼시케티,"723,450",0.040527308,0.150926953
로드니 로스맨,"723,450",0.040527308,0.150926953
홍지영,"720,611",0.040366035,0.148764319
김종현,"703,024",0.039366982,0.135367264
루퍼트 샌더스,"700,352",0.039215167,0.133331463
폴 W.S. 앤더슨,"699,840",0.039186082,0.132941442
월리 피스터,"696,412",0.038991378,0.130330513
존 크래신스키,"694,706",0.038894466,0.129030952
박영균,"687,500",0.038485091,0.123541336
콘래드 베논,"686,593",0.038433577,0.122850548
크리스 콜럼버스,"681,945",0.03816956,0.119310146
퍼갈 레일리,"680,606",0.038093497,0.118290151
클레이 케이티스,"680,606",0.038093497,0.118290151
김진철,"679,379",0.038023814,0.117355726
김병갑,"678,091",0.037950629,0.116374327
조나단 레빈,"677,318",0.037906689,0.115785106
자움 콜렛 세라,"659,179",0.036876284,0.101967636
곽재용,"658,052",0.036812286,0.101109439
장진,"655,109",0.036645076,0.098867201
임상수,"649,521",0.036327642,0.094610492
김용완,"649,144",0.036306255,0.09432369
이원석,"648,708",0.036281459,0.093991182
카를로스 살다나,"647,590",0.036217978,0.093139916
조나단 리브스만,"646,678",0.03616617,0.092445192
이창재,"646,463",0.036153957,0.092281414
김형협,"646,412",0.03615106,0.092242564
이우철,"645,922",0.036123225,0.091869302
김승우,"645,082",0.036075507,0.091229425
댄 스캔론,"643,402",0.035980073,0.08994967
스콧 스피어,"639,979",0.035785596,0.087341788
케네스 브래너,"636,245",0.03557349,0.084497507
모홍진,"634,953",0.035500116,0.083513568
성시흡,"632,299",0.035349351,0.08149186
김용훈,"626,815",0.035037825,0.077314373
채리스 카스트로 스미스,"620,095",0.034656087,0.072195353
자레드 부시,"620,095",0.034656087,0.072195353
피터 버그,"619,404",0.034616833,0.071668978
김곡,"617,844",0.034528215,0.070480634
크리스토퍼 랜던,"615,715",0.034407294,0.068859103
하정우,"612,662",0.034233816,0.066532818
최신규,"612,067",0.034200059,0.066080142
박철관,"611,685",0.034178345,0.06578896
천성일,"609,063",0.034029399,0.063791628
김동원,"606,764",0.033898773,0.062039963
정가영,"602,892",0.033678847,0.059090813
이정호,"594,714",0.033214256,0.052860768
에릭 토레다노,"594,393",0.033196049,0.052616624
올리비에르 나카체,"594,393",0.033196049,0.052616624
박상준,"592,041",0.033062441,0.050824967
애스게르 레스,"591,841",0.03305108,0.050672615
토미 위르콜라,"586,343",0.03273873,0.046484083
마크 오스본,"579,130",0.032329014,0.040989896
소토자키 하루오,"571,356",0.031887373,0.035067601
해럴드 즈워트,"571,074",0.031871382,0.034853166
M. 나이트 샤말란,"569,726",0.031794807,0.033826315
드니 빌뇌브,"567,641",0.031676388,0.032238352
한지승,"562,156",0.031364783,0.028059799
트리시 시에,"560,620",0.031277528,0.026889738
스콧 모시어,"552,962",0.030842505,0.021056187
데니스 간젤,"551,897",0.030782006,0.020244914
맥지,"550,968",0.030729205,0.019536859
아딜 엘 아르비,"547,775",0.03054785,0.017104944
빌랄 팔라,"547,775",0.03054785,0.017104944
요하네스 로버츠,"545,985",0.030446167,0.015741395
권호영,"531,953",0.02964906,0.005052393
손원평,"531,212",0.029606966,0.00448793
리 워넬,"530,169",0.029547736,0.003693669
이창동,"528,153",0.029433196,0.002157709
황인호,"526,282",0.029326911,0.000732458
안드레스 무시에티,"523,524",0.029170239,-0.001368473
신한솔,"519,983",0.028969088,-0.004065862
쏘어 프류덴탈,"519,584",0.028946422,-0.004369804
딘 데블린,"519,229",0.028926256,-0.004640228
조 존스톤,"518,272",0.028871892,-0.005369232
조은지,"518,269",0.028871722,-0.005371517
페드 알바레즈,"515,733",0.028727632,-0.007303719
제임스 보빈,"513,202",0.028583884,-0.00923135
기예르모 델 토로,"506,261",0.028189591,-0.014518719
벤 스타센,"504,887",0.02811152,-0.015565629
스티븐 스필버그,"502,815",0.027993808,-0.017144121
마이클 차베즈,"501,009",0.027891215,-0.018519858
신정원,"500,835",0.027881359,-0.018652023
정승구,"497,880",0.027713497,-0.020903021
이현종,"492,773",0.027423387,-0.024793324
롭 레터맨,"492,083",0.027384162,-0.025319318
브래들리 쿠퍼,"490,957",0.027320226,-0.026176678
크리스 샌더스,"488,930",0.02720508,-0.027720764
브라이언 피,"487,916",0.027147478,-0.028493187
장규성,"483,591",0.02690179,-0.031787795
게리 도버먼,"481,766",0.026798119,-0.033178005
박제현,"480,361",0.026718306,-0.034248276
그레타 거윅,"478,425",0.0266083,-0.035723423
D.J. 카루소,"475,309",0.02643132,-0.038096683
김진영,"472,693",0.026282715,-0.040089444
웨인 쏜리,"472,692",0.026282658,-0.040090206
이사랑,"470,105",0.0261357,-0.042060876
김달중,"467,697",0.02599891,-0.043895192
임필성,"465,749",0.025888251,-0.045379099
채드 스타헬스키,"465,615",0.025880639,-0.045481174
안상훈,"465,492",0.025873652,-0.045574871
제임스 매더스,"462,176",0.025685282,-0.048100863
스테판 St. 레게르,"462,176",0.025685282,-0.048100863
임진순,"459,020",0.025506001,-0.050504975
박흥식,"458,197",0.025459221,-0.051132283
조용선,"451,669",0.025088418,-0.056104665
조원희,"450,374",0.025014853,-0.057091143
톰 티크베어,"449,071",0.024940835,-0.058083715
라인하드 클루스,"448,288",0.024896355,-0.058680172
애덤 로비텔,"446,983",0.024822204,-0.059674522
세딕 니콜라스 트로얀,"445,009",0.024710087,-0.06117798
사이먼 웨스트,"444,045",0.024655326,-0.061912315
허인무,"436,257",0.024212918,-0.067844894
양경모,"433,825",0.024074765,-0.069697492
에드가 라이트,"433,576",0.024060592,-0.069887551
이정범,"430,642",0.023893922,-0.072122552
김석원,"429,569",0.023832997,-0.072939538
김동빈,"425,972",0.023628665,-0.075679586
이윤정,"425,799",0.023618837,-0.07581137
시즈노 코분,"424,736",0.023558433,-0.076621374
반종 피산다나쿤,"423,911",0.023511587,-0.077249571
김진무,"423,026",0.023461313,-0.077923727
프랭키 첸,"417,147",0.02312732,-0.082402489
오승욱,"414,626",0.022984139,-0.084322503
월트 도른,"414,063",0.022952129,-0.084751754
제레미 드그루손,"412,526",0.022864865,-0.085921943
유재운,"410,131",0.022728795,-0.08774661
캐리 주스넌,"407,264",0.022565931,-0.089930573
이도윤,"404,456",0.022406419,-0.092069592
홍의정,"403,326",0.022342228,-0.092930379
캐시 얀,"401,411",0.022233443,-0.094389148
김성호,"399,292",0.022113071,-0.096003315
조진모,"398,580",0.022072625,-0.096545688
알렉세이 트시칠린,"398,053",0.022042707,-0.096946881
타치카와 유즈루,"395,408",0.021892435,-0.098961987
윌 글럭,"388,300",0.021488655,-0.10437657
문제용,"387,409",0.021438041,-0.105055297
롭 민코프,"385,552",0.021332551,-0.106469884
김성제,"383,332",0.021206441,-0.108160988
마이크 미첼,"382,036",0.021132792,-0.109148609
