감독,평균관객수,흥행지수1,흥행지수2
릴리 워쇼스키,"379,400",0.020983078,-0.111156225
엔리코 카사로사,"371,572",0.020538398,-0.117119274
이지원,"369,430",0.020416719,-0.118750962
샘 테일러-존슨,"364,415",0.020131835,-0.122571183
팀 존슨,"360,556",0.019912619,-0.125510811
마이클 도허티,"359,041",0.019826558,-0.126664876
클린트 이스트우드,"357,720",0.019751535,-0.127670906
댄 트라첸버그,"356,976",0.019709253,-0.128237908
토비 젠켈,"355,357",0.019617302,-0.129470942
롭 라이너,"354,601",0.019574337,-0.130047086
정식,"351,830",0.019416927,-0.13215792
이주영,"351,276",0.019385456,-0.132579934
정세교,"351,162",0.01937898,-0.132666775
스파이크 존즈,"351,091",0.019374947,-0.13272086
샘 레이미,"350,563",0.019344953,-0.133123068
호거 태프,"348,534",0.019229665,-0.134669058
존 터틀타웁,"348,235",0.01921268,-0.134896824
이용승,"347,790",0.019187429,-0.135235426
존 R. 레오네티,"345,027",0.019030473,-0.137340166
타셈 싱,"343,639",0.018951598,-0.138397869
뤽 베송,"340,489",0.018772665,-0.140797314
에이슬링 월쉬,"334,423",0.018428099,-0.145417858
정익환,"334,323",0.018422418,-0.145494034
서유민,"332,993",0.018346865,-0.146507174
"김선,김곡,민규동","331,760",0.018276823,-0.147446423
크리스토퍼 스펜서,"329,029",0.018121685,-0.149526786
폴 티비트,"325,016",0.017893721,-0.152583725
주지홍,"324,420",0.017859864,-0.153037734
닐 마샬,"323,098",0.017784766,-0.154044779
카를로스 로페즈 에스트라다,"321,484",0.017693081,-0.155274258
하기호,"320,923",0.017661213,-0.155701605
폴 킹,"320,503",0.017637354,-0.156021543
더그 스윗랜드,"320,353",0.017628833,-0.156135807
니콜라스 스톨러,"320,353",0.017628833,-0.156135807
알렉상드르 헤보얀,"319,072",0.017556064,-0.157111621
베노이트 필립폰,"319,072",0.017556064,-0.157111621
안톤 후쿠아,"318,046",0.017497767,-0.157893376
박범수,"316,780",0.017425864,-0.158857572
라나 워쇼스키,"316,693",0.017420941,-0.158923591
에드워드 즈윅,"316,388",0.017403596,-0.159156182
론 하워드,"316,240",0.01739516,-0.159269303
크리스토프 갱스,"315,348",0.017344517,-0.159948411
성룡,"315,305",0.017342074,-0.159981167
김봉한,"314,474",0.017294887,-0.160613934
로버츠 개너웨이,"311,456",0.017123427,-0.162913177
피터 패럴리,"311,230",0.01711056,-0.163085715
우시로 신지,"307,873",0.016919908,-0.165642305
이성태,"307,122",0.016877228,-0.16621464
윤영빈,"306,422",0.016837464,-0.166747872
방수인,"306,126",0.016820649,-0.166973352
오기환,"304,461",0.016726066,-0.168241681
스튜어트 베티,"298,983",0.016414881,-0.172414597
타카하시 시게하루,"298,926",0.016411662,-0.172457763
웨스 앤더슨,"298,520",0.01638858,-0.172767291
윌 핀,"298,298",0.016375969,-0.172936402
댄 세인트 피에르,"298,298",0.016375969,-0.172936402
남대중,"297,493",0.016330239,-0.173549618
오키우라 히로유키,"295,189",0.016199358,-0.17530471
에릭슨 코어,"294,320",0.016149993,-0.175966679
김윤석,"293,258",0.016089665,-0.176775667
야기 류이치,"292,914",0.016070095,-0.177038093
미카엘 하프스트롬,"292,655",0.01605541,-0.177235008
크리스티안 디터,"292,430",0.016042629,-0.177406403
월트 벡커,"289,645",0.015884423,-0.179527902
로버트 페르난데스,"288,774",0.015834945,-0.180191394
홍승완,"288,113",0.015797396,-0.180694917
이두환,"288,016",0.015791886,-0.180768807
요네바야시 히로마사,"286,268",0.015692588,-0.182100362
린 사우더랜드,"284,755",0.01560664,-0.183252903
오토 바서스트,"284,601",0.015597892,-0.183370214
존 카프카,"283,300",0.015523987,-0.184361263
최윤석,"283,300",0.015523987,-0.184361263
롭 마샬,"283,021",0.015508138,-0.184573794
이덕희,"281,984",0.01544923,-0.185363738
김지영,"280,671",0.015374643,-0.186363927
손석우,"278,914",0.015274834,-0.187702338
로아 우타우,"278,150",0.015231434,-0.188284322
제임스 마쉬,"278,015",0.015223765,-0.188387159
장예모,"277,692",0.015205417,-0.188633207
카메론 크로우,"276,334",0.015128274,-0.189667676
블라드 바르베,"274,229",0.015008696,-0.191271179
막심 스베쉬니코브,"274,229",0.015008696,-0.191271179
조쉬 분,"273,810",0.014984913,-0.191590102
고어 버빈스키,"273,738",0.014980776,-0.191645583
앤드류 하얏트,"272,749",0.014924623,-0.192398582
피터 레페니오티스,"271,088",0.014830267,-0.193663863
장윤현,"270,602",0.01480266,-0.194034078
조쉬 트랭크,"269,637",0.01474786,-0.194768922
크리스찬 리버스,"268,921",0.014707168,-0.195314595
오인천,"267,489",0.014625821,-0.196405434
마크 A.Z. 디페,"267,373",0.014619232,-0.196493798
마누엘 시실라,"266,253",0.014555609,-0.197346968
우디 알렌,"266,021",0.014542401,-0.197524077
수잔나 포겔,"264,766",0.014471138,-0.198479704
엄태화,"263,869",0.014420154,-0.199163382
데오도르 멜피,"263,630",0.014406577,-0.199345443
박준수,"260,926",0.014252982,-0.201405112
로버트 저메키스,"259,211",0.014155597,-0.202711021
스티브 맥퀸,"257,916",0.014081986,-0.203698134
권형진,"257,716",0.014070653,-0.203850105
유야마 쿠니히코,"256,625",0.014008666,-0.204681336
안젤리나 졸리,"256,475",0.014000156,-0.204795447
이민재,"256,202",0.013984648,-0.205003408
아담 윈가드,"253,442",0.013827843,-0.207106116
이호재,"252,973",0.01380122,-0.207463127
요르겐 레르담,"250,708",0.013672525,-0.209188892
이경미,"250,650",0.013669259,-0.209232694
홍석재,"248,215",0.013530935,-0.211087577
베리 쿡,"244,339",0.013310773,-0.214039901
닐 나이팅게일,"244,339",0.013310773,-0.214039901
스콧 프랭크,"242,707",0.013218046,-0.215283345
플렉스 할그렌,"240,990",0.013120509,-0.216591285
김제영,"240,740",0.013106308,-0.216781725
아비 콘,"240,148",0.013072678,-0.217232686
마이클 수치,"239,483",0.013034902,-0.217739256
캘리 애스버리,"238,637",0.012986816,-0.218384085
이안규,"238,587",0.012984004,-0.218421792
야마모토 야스이치로,"237,162",0.012903069,-0.219507108
올리비에 다한,"237,147",0.012902203,-0.219518725
필 로드,"236,129",0.012844374,-0.220294196
오치아이 마사유키,"235,813",0.012826394,-0.220535292
아론 실먼,"235,688",0.012819322,-0.220630131
레온 주센,"235,688",0.012819322,-0.220630131
클레이 홀,"233,563",0.012698609,-0.222248869
애쉬 브래넌,"233,283",0.012682703,-0.222462162
박지완,"233,112",0.012672989,-0.222592423
스테파노 솔리마,"229,542",0.01247019,-0.225311902
이은희,"229,059",0.012442753,-0.225679832
임대웅,"228,181",0.012392848,-0.226349037
드류 고다드,"228,090",0.012387707,-0.226417976
헤랄드 지페르만,"227,586",0.012359077,-0.226801903
개빈 후드,"227,544",0.01235671,-0.226833643
저스틴 커젤,"227,037",0.01232789,-0.227220108
줄리오 소토 거피드,"226,933",0.012321982,-0.227299331
조엘 크로포드,"226,358",0.012289319,-0.227737343
카메가키 하지메,"225,842",0.012260007,-0.22813041
홍헌표,"225,758",0.012255235,-0.228194398
조슈아 마이클 스턴,"225,146",0.012220469,-0.228660595
박명랑,"224,891",0.012205984,-0.228854843
나가오카 치카,"224,875",0.012205075,-0.228867031
니콜라이 퓰시,"223,740",0.0121406,-0.229731628
레오 가브리아제,"219,678",0.011909852,-0.232825893
쿠엔틴 타란티노,"219,272",0.01188677,-0.233135421
이윤기,"217,896",0.011808595,-0.234183728
홍기선,"217,803",0.01180334,-0.234254191
구자홍,"217,493",0.01178573,-0.234490336
최상훈,"217,444",0.011782947,-0.234527662
아담 맥케이,"217,203",0.011769275,-0.234710992
휴 웰치맨,"216,902",0.011752129,-0.234940916
도로타 코비엘라,"216,902",0.011752129,-0.234940916
미야모토 히로아키,"216,861",0.011749829,-0.234971768
폴 앤드류 윌리엄스,"216,852",0.011749317,-0.234978624
요코이 타케시,"215,203",0.011655644,-0.236234764
일라이 로스,"215,029",0.011645759,-0.23636731
다니엘 에스피노사,"214,918",0.011639454,-0.236451865
사카모토 코이치,"212,368",0.011494598,-0.238394351
김아론,"212,154",0.011482441,-0.238557367
알폰소 고메즈-레존,"210,945",0.011413762,-0.239478334
배형준,"210,278",0.011375872,-0.239986427
로버트 렌스,"209,120",0.011310091,-0.240868544
타카하시 와타루,"207,478",0.011216833,-0.242119098
전형준,"206,953",0.011186991,-0.242519276
야지마 테츠오,"204,303",0.011036426,-0.244538318
이수진,"204,118",0.011025945,-0.244678862
제임스 폴리,"203,703",0.011002342,-0.244995373
마이클 쿠에스타,"203,221",0.01097499,-0.24536216
론 쉐르픽,"202,805",0.010951358,-0.245679052
에릭 섬머,"201,365",0.010869557,-0.246775985
에릭 와린,"201,365",0.010869557,-0.246775985
비욘 스테인,"200,038",0.010794175,-0.247786839
만스 말린드,"200,038",0.010794175,-0.247786839
임경택,"197,134",0.010629209,-0.249998987
마틴 스코세이지,"194,773",0.010495075,-0.251797691
전인환,"193,578",0.010427206,-0.252707802
오성윤,"193,484",0.010421866,-0.252779407
이춘백,"193,484",0.010421866,-0.252779407
바비 패럴리,"192,726",0.010378807,-0.253356821
히로키 류이치,"191,880",0.010330749,-0.254001269
제임스 그레이,"191,757",0.010323743,-0.254095219
야마자키 타카시,"190,658",0.010261303,-0.254932519
필립 드 쇼브홍,"190,384",0.010245766,-0.25514086
서럽 밴 오먼,"188,365",0.010131074,-0.256678852
대니 보일,"187,160",0.010062594,-0.257597152
윤준상,"186,324",0.010015133,-0.258233602
최승호,"185,827",0.009986919,-0.258611942
정진영,"185,653",0.009977016,-0.258744742
하시모토 마사카즈,"185,560",0.009971704,-0.258815966
호소다 마모루,"182,966",0.009824391,-0.260791398
릭 로먼 워,"182,837",0.009817049,-0.260889855
얀 리벡,"180,618",0.009690996,-0.262580198
브라이언 헬겔랜드,"180,082",0.009660547,-0.262988501
멜 깁슨,"177,601",0.009519611,-0.264878425
배리 젠킨스,"177,483",0.009512908,-0.264968313
조영준,"175,889",0.009422358,-0.266182557
김기덕,"175,798",0.00941716,-0.266252258
박중훈,"175,152",0.009380492,-0.266743973
케빈 레이놀즈,"175,146",0.009380151,-0.266748544
박용집,"174,938",0.009368335,-0.266906989
후안 디에고 솔라나스,"174,879",0.009364984,-0.266951933
김유성,"172,212",0.009213481,-0.268983544
마이크 플래너건,"171,203",0.009156149,-0.26975235
존 건,"170,796",0.009133043,-0.270062195
토드 헤인즈,"170,678",0.009126312,-0.270152464
석민우,"169,855",0.009079589,-0.27077901
딘 이스라엘리트,"169,442",0.009056128,-0.271093617
박태동,"169,352",0.009050987,-0.271162556
도미닉 쿡,"169,269",0.009046272,-0.271225782
쯔씽 쫑,"169,257",0.009045618,-0.271234542
캘런 브런커,"168,969",0.009029258,-0.271453929
라세 할스트롬,"167,779",0.008961673,-0.272360232
고정욱,"167,333",0.008936323,-0.272700167
마스이 소이치,"166,956",0.008914907,-0.27298735
다카하시 아츠시,"166,252",0.008874915,-0.273523628
조 카나한,"165,845",0.008851767,-0.273834045
쿠스바 고조,"165,640",0.00884015,-0.273989824
크리스 고락,"162,604",0.008667686,-0.276302525
로베르트 슈벤트케,"162,559",0.00866511,-0.276337058
제프 와드로,"161,892",0.008627211,-0.276845278
니마 누리자데,"161,382",0.008598268,-0.277233394
쿄고쿠 타카히코,"161,150",0.008585089,-0.277410122
김덕수,"161,082",0.008581226,-0.277461922
트레버 월,"160,860",0.008568615,-0.277631032
장 필립 바인,"160,005",0.008520046,-0.278282336
옥타비오 E. 로드리게즈,"160,005",0.008520046,-0.278282336
사라 스미스,"160,005",0.008520046,-0.278282336
프라파스 콜사라논,"157,972",0.008404559,-0.279830992
사카키바라 모토노리,"156,696",0.008332045,-0.280803378
정용주,"156,249",0.008306653,-0.281143884
찰리 빈,"154,966",0.008233799,-0.28212084
제임스 맥티그,"153,278",0.008137909,-0.283406689
데이빗 P.스미스,"152,159",0.008074343,-0.284259097
닐 버거,"152,009",0.008065794,-0.284373742
세스 맥팔레인,"151,531",0.008038688,-0.284737228
브래드 퍼맨,"151,476",0.008035544,-0.284779379
김현주,"151,360",0.008028955,-0.284867743
전수경,"150,119",0.007958458,-0.285813086
데이빗 O. 러셀,"149,883",0.007945052,-0.285992861
크리스 맥케이,"148,760",0.007881258,-0.286848316
시모사와 신타로,"148,512",0.00786717,-0.287037232
로저 도널드슨,"148,495",0.007866205,-0.287050182
그렉 티어넌,"148,376",0.007859445,-0.287140832
신동엽,"147,669",0.007819297,-0.287679205
발타자르 코루마쿠르,"147,418",0.007805024,-0.287870597
야마다 나오코,"147,015",0.007782131,-0.288177585
김보라,"146,665",0.007762249,-0.288444201
이경호,"145,936",0.007720837,-0.288999523
츠키카와 쇼,"144,842",0.007658705,-0.289832697
필리다 로이드,"144,338",0.007630061,-0.290216814
오멸,"143,490",0.007581889,-0.290862786
나딘 라바키,"142,622",0.007532581,-0.291523993
후안 호세 캄파넬라,"142,577",0.007530025,-0.291558272
윤재구,"142,405",0.007520254,-0.291689294
이달,"141,592",0.00747407,-0.292308604
고동우,"141,592",0.00747407,-0.292308604
실뱅 쇼메,"141,480",0.007467708,-0.292393921
키무라 류이치,"141,025",0.007441861,-0.292740522
리차드 링클레이터,"140,916",0.00743565,-0.292823807
이한욱,"140,849",0.007431863,-0.292874591
임권택,"140,616",0.007418627,-0.293052081
벤 애플렉,"140,522",0.007413287,-0.293123687
알렉스 스타더만,"139,689",0.007365968,-0.293758232
히라야마 미호,"138,118",0.007276725,-0.294954955
유선동,"137,294",0.007229917,-0.295582645
러셀 크로우,"136,134",0.007164021,-0.296466285
류정우,"135,478",0.007126756,-0.296965999
팀 스토리,"135,362",0.007120167,-0.297054363
빈센트 케스텔루트,"135,094",0.007104943,-0.297258514
아리 애스터,"132,600",0.006963267,-0.299158341
데이빗 토히,"132,059",0.006932535,-0.299570453
신재영,"129,732",0.006800347,-0.301343066
토니 밴크로프트,"129,246",0.006772739,-0.301713281
스티븐 크보스키,"128,735",0.006743711,-0.30210254
데이브 그린,"127,175",0.006655065,-0.303291265
존 웰스,"127,088",0.006650122,-0.303357538
리 다니엘스,"126,870",0.006637767,-0.30352322
이나정,"126,443",0.006613511,-0.303848491
엔리케 가토,"125,032",0.006533328,-0.304923714
알베르토 로드리게즈,"124,112",0.006481095,-0.305624151
니키 카로,"123,902",0.006469166,-0.305784121
이마이 카즈아키,"123,206",0.006429628,-0.306314305
홍주연,"123,036",0.006419971,-0.306443804
홍현정,"123,036",0.006419971,-0.306443804
최재훈,"122,582",0.006394181,-0.306789643
양정웅,"122,469",0.006387762,-0.306875721
조 라이트,"122,402",0.006383975,-0.306926505
임대형,"122,243",0.006374924,-0.307047879
테라모토 유키요,"122,172",0.006370891,-0.307101964
브렉 에이즈너,"122,039",0.006363335,-0.307203278
레니 할린,"121,839",0.006351946,-0.30735601
제이 로치,"119,089",0.006195728,-0.309450848
엘레노어 코폴라,"118,985",0.006189849,-0.30952969
롭 코헨,"118,860",0.006182748,-0.30962491
미셀 하자나비시우스,"118,836",0.006181385,-0.309643192
제프 파울러,"118,725",0.006175079,-0.309727747
닉 파크,"118,612",0.00616866,-0.309813826
야쿠와 신노스케,"118,221",0.006146449,-0.310111674
데릭 보트,"118,112",0.006140257,-0.310194705
카밀 들라마레,"118,079",0.006138354,-0.310220224
카와무라 토모히로,"117,465",0.006103503,-0.310687563
코모리 요시히로,"117,465",0.006103503,-0.310687563
이토 토모히코,"117,401",0.006099868,-0.310736316
브라이언 테일러,"117,263",0.006092028,-0.310841439
마크 네빌딘,"117,263",0.006092028,-0.310841439
덱스터 플레처,"115,423",0.005987486,-0.312243329
루카 구아다니노,"114,924",0.00595913,-0.312623574
지미 헤이워드,"113,795",0.005895024,-0.313483219
오오스기 요시히로,"113,404",0.005872812,-0.313781067
신연식,"111,927",0.005788909,-0.314906185
사준의,"111,541",0.005766982,-0.315200224
리처드 글랫저,"111,008",0.005736704,-0.315606241
이호경,"110,512",0.005708528,-0.315984074
니테쉬 티와리,"109,441",0.005647689,-0.316799917
야마구치 켄타로,"108,896",0.005616729,-0.317215076
데이빗 고든 그린,"108,780",0.00561014,-0.31730344
야론 질버만,"108,317",0.005583838,-0.317656135
조슬예,"108,122",0.005572761,-0.317804678
필립 노이스,"107,567",0.005541234,-0.318227454
윌리엄 유뱅크,"107,513",0.005538138,-0.31826897
제임스 왓킨스,"106,747",0.005494624,-0.318852477
정주리,"106,511",0.005481246,-0.319031871
피터 쿠센스,"106,241",0.005465908,-0.319237546
권오승,"106,012",0.0054529,-0.319411989
미야자키 하야오,"105,650",0.005432336,-0.319687746
스캇 워프,"105,340",0.005414726,-0.319923891
김익로,"104,736",0.005380415,-0.320383993
김종관,"104,117",0.005345252,-0.320855522
나오미 포너,"103,625",0.005317303,-0.321230308
최종태,"103,534",0.005312134,-0.321299628
조경훈,"103,251",0.005296057,-0.321515206
애드리언 그런버그,"103,199",0.005293104,-0.321554817
케빈 콜쉬,"102,826",0.005271915,-0.321838953
데니스 위드미어,"102,826",0.005271915,-0.321838953
딜런 브라운,"102,715",0.005265609,-0.321923508
강지은,"102,223",0.005237661,-0.322298294
김준성,"102,170",0.00523465,-0.322338667
김진원,"101,913",0.005220051,-0.322534439
한스 페터 몰란트,"101,694",0.00520761,-0.322701264
안소니 스타치,"101,665",0.005205963,-0.322723355
그레이엄 애나블,"101,665",0.005205963,-0.322723355
알렉산더 페인,"101,659",0.005205622,-0.322727926
왕가위,"101,461",0.005194374,-0.322878754
신재호,"101,173",0.005178014,-0.323098141
피에르 모렐,"100,782",0.005155774,-0.323396369
와타나베 카츠야,"100,054",0.005114448,-0.323950549
데이비드 비스바노,"98,575",0.005030431,-0.325077191
제임스 드모나코,"98,504",0.005026369,-0.325131656
척 파워스,"98,495",0.005025886,-0.325138131
이경섭,"97,849",0.004989189,-0.325630228
김하라,"97,580",0.004973909,-0.325835141
마틴 맥도나,"97,079",0.004945449,-0.326216782
임아론,"97,005",0.004941245,-0.326273152
마리나 네페도바,"96,495",0.004912274,-0.326661649
이근우,"96,079",0.004888642,-0.326978541
백승화,"95,542",0.004858137,-0.327387605
백승빈,"95,415",0.004850923,-0.327484349
고문안,"94,767",0.004814112,-0.327977969
줄리아 폰 하인츠,"94,243",0.004784346,-0.32837713
세르지오 델피노,"94,179",0.00478071,-0.328425883
노엘 클리어리,"94,179",0.00478071,-0.328425883
필립 립스키,"94,151",0.00477912,-0.328447212
이미영,"94,030",0.004772246,-0.328539385
피터 스피어이그,"93,819",0.004760231,-0.328700497
마이클 스피어리그,"93,819",0.004760231,-0.328700497
심덕근,"93,656",0.004751,-0.328824283
요르고스 란티모스,"93,426",0.004737935,-0.328999487
위고 젤랭,"93,311",0.004731402,-0.32908709
크리스토프 라우엔슈타인,"93,000",0.004713735,-0.329323997
울프강 라우엔슈타인,"93,000",0.004713735,-0.329323997
로버트 뷔드로,"92,729",0.004698341,-0.329530434
저스틴 밸도니,"92,713",0.004697432,-0.329542622
세르게이 보드로프,"92,598",0.004690899,-0.329630224
윤학렬,"92,404",0.004679879,-0.329778005
토마스 맥카시,"92,321",0.004675164,-0.329841231
닛타 노리오,"91,719",0.004640966,-0.33029981
크리스토퍼 젠킨스,"91,430",0.004624549,-0.330519958
존 레쿼,"91,164",0.004609439,-0.330722586
글렌 피카라,"91,164",0.004609439,-0.330722586
이시즈카 아츠코,"90,718",0.004584103,-0.331062331
루퍼트 굴드,"89,719",0.004527354,-0.331823328
데이빗 야로베스키,"89,429",0.00451088,-0.332044238
어네스토 파드롱,"89,358",0.004506847,-0.332098323
마츠오카 조지,"89,108",0.004492645,-0.332288763
하네스 홀름,"89,103",0.004492361,-0.332292572
줄리앙 마그넷,"88,977",0.004485203,-0.332388553
브래드 앤더슨,"88,953",0.00448384,-0.332406835
일리야 나이슐러,"88,749",0.004472223,-0.332562615
마브룩 엘 메크리,"88,522",0.004459356,-0.332735154
이기욱,"88,199",0.004441008,-0.332981202
조석현,"88,054",0.004432771,-0.333091657
아담 쉥크만,"87,915",0.004424875,-0.333197541
크리스 로핑,"87,301",0.004389996,-0.333665261
트래비스 클러프,"87,301",0.004389996,-0.333665261
토마스 알프레드슨,"87,155",0.004381702,-0.333776478
송원근,"87,139",0.004380793,-0.333788666
존 스티븐슨,"86,784",0.004360627,-0.334059091
브렛 래트너,"86,528",0.004346085,-0.334254101
션 베이커,"86,406",0.004339154,-0.334347036
사토 신스케,"86,328",0.004334742,-0.334406199
이원재,"86,293",0.004332735,-0.334433114
마크 버튼,"85,568",0.00429155,-0.33498539
리처드 스타잭,"85,568",0.00429155,-0.33498539
순리준,"85,184",0.004269737,-0.335277905
주동,"84,442",0.004227587,-0.33584313
대몽영,"84,442",0.004227587,-0.33584313
대런 린 보우즈만,"84,389",0.004224547,-0.335883884
고레에다 히로카즈,"83,656",0.00418292,-0.33644209
마이클 메이슨,"83,474",0.004172598,-0.336580513
이승원,"83,275",0.004161293,-0.336732103
켈리 프레몬,"83,258",0.004160328,-0.336745053
리차드 라그라브네스,"82,995",0.004145388,-0.336945395
프랭크 밀러,"82,571",0.004121302,-0.337268381
마크 윌리엄스,"82,388",0.004110906,-0.337407783
이동희,"82,148",0.004097273,-0.337590605
딩성,"82,125",0.004095966,-0.337608126
노규엽,"81,722",0.004073073,-0.337915115
J 블레이크슨,"81,606",0.004066455,-0.33800386
레자 메마리,"81,136",0.004039785,-0.338361505
워시 웨스트모어랜드,"81,079",0.004036518,-0.338405307
박규택,"80,989",0.004031434,-0.338473484
사이먼 커티스,"80,922",0.0040276,-0.338524903
오리올 파울로,"80,507",0.004004053,-0.338840652
미카엘 하네케,"80,345",0.003994851,-0.338964057
데이빗 맥킨지,"79,812",0.003964573,-0.339370074
댄 마저,"79,701",0.003958268,-0.33945463
마누크 데포얀,"79,446",0.003943782,-0.339648878
아리 포신,"79,179",0.003928615,-0.339852268
알렉산더 아야,"79,056",0.003921599,-0.339946345
안병기,"79,017",0.003919412,-0.339975673
우디 앨런,"78,951",0.003915682,-0.340025695
블라디미르 토로프킨,"78,440",0.003886635,-0.340415208
데이빗 코엡,"78,070",0.003865616,-0.340697058
알렉스 가랜드,"78,049",0.003864423,-0.340713055
드류 피어스,"77,794",0.003849938,-0.340907304
이선명,"77,786",0.003849483,-0.340913398
김상진,"77,621",0.00384011,-0.341039088
닉 카사베츠,"77,341",0.003824205,-0.341252381
박호찬,"76,746",0.003790405,-0.341705627
박수진,"76,746",0.003790405,-0.341705627
피터 첼섬,"76,513",0.003777169,-0.341883117
윌리엄 H. 머시,"76,343",0.003767512,-0.342012616
조근식,"76,321",0.003766262,-0.342029375
로도 사야구에즈,"76,265",0.003763081,-0.342072033
스튜어트 하젤딘,"75,657",0.003728543,-0.342535183
이인항,"75,600",0.003725276,-0.342578984
엘리자베스 뱅크스,"75,598",0.003725191,-0.342580127
제이슨 라이트맨,"75,349",0.003711018,-0.342770185
조림산,"75,297",0.003708092,-0.342809416
레오 로,"74,143",0.003642538,-0.343688486
존 걸레거,"74,044",0.003636914,-0.3437639
스틸즈 화이트,"73,549",0.003608795,-0.344140971
빌 어거스트,"73,462",0.003603853,-0.344207244
홍지유,"73,298",0.003594536,-0.344332172
앤소니 마라스,"72,950",0.003574768,-0.344597264
이창근,"72,761",0.003564031,-0.344741237
장 마크 발레,"72,424",0.003544907,-0.344997696
안나 포에스터,"72,071",0.003524835,-0.345266851
앤서니 실버스톤,"72,046",0.003523415,-0.345285895
안드레스 G. 슈에,"71,796",0.003509213,-0.345476334
제임스 폰솔트,"71,362",0.003484559,-0.345806938
마우리시오 드 라 오르타,"71,330",0.003482741,-0.345831314
이영준,"71,042",0.003466389,-0.346050592
윤은경,"70,019",0.003408268,-0.34682998
김태용,"69,872",0.003399918,-0.346941959
게빈 오코너,"69,529",0.003380433,-0.347203242
켄시 후시하라,"69,442",0.003375491,-0.347269515
토마스 자보,"69,135",0.003358051,-0.347503375
헬레네 지라드,"69,135",0.003358051,-0.347503375
더글라스 맥그래스,"69,047",0.003353053,-0.34757041
엔조 달로,"68,711",0.003333966,-0.347826361
미키 타카히로,"68,553",0.00332499,-0.347946719
"김유정,배현지","68,312",0.0033113,-0.348130303
김성홍,"68,312",0.0033113,-0.348130303
